iteration, destination,60->63,60->64,66->98,66->97,108->111,108->112,40->43,40->44,77->80,77->79,6->22,6->21,70->77,70->78,72->76,72->75,21->24,21->23,9->11,9->12,8->15,8->16,52->59,52->60,3->6,3->5,39->42,39->41,91->93,91->94,78->82,78->81,101->104,101->103,121->123,121->124,45->47,45->48,67->70,67->69,86->90,86->89,54->58,54->57,102->105,102->106,113->116,113->115,68->83,68->84,115->118,115->117,100->107,100->108,15->18,15->17,116->119,116->120,69->72,69->71,38->45,38->46,51->53,51->54,85->87,85->88,10->13,10->14,92->96,92->95,24->28,24->27,65->67,65->68,107->109,107->110,114->121,114->122,29->32,29->31,5->7,5->8,99->101,99->102,30->33,30->34,2->66,2->65,23->26,23->25,46->49,46->50,59->62,59->61,83->85,83->86,37->39,37->40,53->56,53->55,71->74,71->73,4->36,4->35,7->10,7->9,122->125,122->126,16->19,16->20,84->91,84->92,98->114,98->113,36->52,36->51,97->99,97->100,1->3,1->4,0->1,0->2,22->30,22->29,35->37,35->38,
390,125,1.0,1.0,6.323540403588735E60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.485093172455005E60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.505482067199653E60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.854987422228329E60,1.0,1.0,1.0,1.0,1.0,7.485093172455005E60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6978897251134647E60,1.0,1.0,1.0,1.0,
391,125,1.0,1.0,7.485093172455005E60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.854987422228329E60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.3391920634181786E60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0469698156353471E61,1.0,1.0,1.0,1.0,1.0,8.854987422228329E60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.2027077983092957E60,1.0,1.0,1.0,1.0,
392,125,1.0,1.0,8.854987422228329E60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0469698156353471E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.323540403588735E60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2371930760743142E61,1.0,1.0,1.0,1.0,1.0,1.0469698156353471E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.799756464549917E60,1.0,1.0,1.0,1.0,
393,125,1.0,1.0,1.0469698156353471E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2371930760743142E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.485093172455005E60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4611658873102131E61,1.0,1.0,1.0,1.0,1.0,1.2371930760743142E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.505482067199653E60,1.0,1.0,1.0,1.0,
394,125,1.0,1.0,1.2371930760743142E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4611658873102131E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.854987422228329E60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7247330783094597E61,1.0,1.0,1.0,1.0,1.0,1.4611658873102131E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.3391920634181786E60,1.0,1.0,1.0,1.0,
395,125,1.0,1.0,1.4611658873102131E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7247330783094597E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0469698156353471E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0347271026767662E61,1.0,1.0,1.0,1.0,1.0,1.7247330783094597E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.323540403588735E60,1.0,1.0,1.0,1.0,
396,125,1.0,1.0,1.7247330783094597E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0347271026767662E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2371930760743142E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3991307946665976E61,1.0,1.0,1.0,1.0,1.0,2.0347271026767662E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.485093172455005E60,1.0,1.0,1.0,1.0,
397,125,1.0,1.0,2.0347271026767662E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3991307946665976E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4611658873102131E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8272662713121687E61,1.0,1.0,1.0,1.0,1.0,2.3991307946665976E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.854987422228329E60,1.0,1.0,1.0,1.0,
398,125,1.0,1.0,2.3991307946665976E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8272662713121687E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7247330783094597E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3300140732144733E61,1.0,1.0,1.0,1.0,1.0,2.8272662713121687E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0469698156353471E61,1.0,1.0,1.0,1.0,
399,125,1.0,1.0,2.8272662713121687E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3300140732144733E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0347271026767662E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.920067260377666E61,1.0,1.0,1.0,1.0,1.0,3.3300140732144733E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2371930760743142E61,1.0,1.0,1.0,1.0,
400,125,1.0,1.0,3.3300140732144733E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.920067260377666E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3991307946665976E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.612225895881382E61,1.0,1.0,1.0,1.0,1.0,3.920067260377666E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4611658873102131E61,1.0,1.0,1.0,1.0,
401,125,1.0,1.0,3.920067260377666E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.612225895881382E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8272662713121687E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.423738172505163E61,1.0,1.0,1.0,1.0,1.0,4.612225895881382E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7247330783094597E61,1.0,1.0,1.0,1.0,
402,125,1.0,1.0,4.612225895881382E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.423738172505163E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3300140732144733E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.374695380899614E61,1.0,1.0,1.0,1.0,1.0,5.423738172505163E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0347271026767662E61,1.0,1.0,1.0,1.0,
403,125,1.0,1.0,5.423738172505163E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.374695380899614E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.920067260377666E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.488488999898316E61,1.0,1.0,1.0,1.0,1.0,6.374695380899614E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3991307946665976E61,1.0,1.0,1.0,1.0,
404,125,1.0,1.0,6.374695380899614E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.488488999898316E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.612225895881382E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.792339429868668E61,1.0,1.0,1.0,1.0,1.0,7.488488999898316E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.8272662713121687E61,1.0,1.0,1.0,1.0,
405,125,1.0,1.0,7.488488999898316E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.792339429868668E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.423738172505163E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.031790731114121E62,1.0,1.0,1.0,1.0,1.0,8.792339429868668E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3300140732144733E61,1.0,1.0,1.0,1.0,
406,125,1.0,1.0,8.792339429868668E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.031790731114121E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.374695380899614E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2101999997186192E62,1.0,1.0,1.0,1.0,1.0,1.031790731114121E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.920067260377666E61,1.0,1.0,1.0,1.0,
407,125,1.0,1.0,1.031790731114121E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2101999997186192E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.488488999898316E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4187387615511544E62,1.0,1.0,1.0,1.0,1.0,1.2101999997186192E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.612225895881382E61,1.0,1.0,1.0,1.0,
408,125,1.0,1.0,1.2101999997186192E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4187387615511544E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.792339429868668E61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6623745281437881E62,1.0,1.0,1.0,1.0,1.0,1.4187387615511544E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.423738172505163E61,1.0,1.0,1.0,1.0,
409,125,1.0,1.0,1.4187387615511544E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6623745281437881E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.031790731114121E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9468740468711152E62,1.0,1.0,1.0,1.0,1.0,1.6623745281437881E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.374695380899614E61,1.0,1.0,1.0,1.0,
410,125,1.0,1.0,1.6623745281437881E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9468740468711152E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2101999997186192E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.278928732924204E62,1.0,1.0,1.0,1.0,1.0,1.9468740468711152E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.488488999898316E61,1.0,1.0,1.0,1.0,
411,125,1.0,1.0,1.9468740468711152E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.278928732924204E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4187387615511544E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6662992940849695E62,1.0,1.0,1.0,1.0,1.0,2.278928732924204E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.792339429868668E61,1.0,1.0,1.0,1.0,
412,125,1.0,1.0,2.278928732924204E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6662992940849695E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6623745281437881E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.117982410207949E62,1.0,1.0,1.0,1.0,1.0,2.6662992940849695E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.031790731114121E62,1.0,1.0,1.0,1.0,
413,125,1.0,1.0,2.6662992940849695E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.117982410207949E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9468740468711152E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.644402744978298E62,1.0,1.0,1.0,1.0,1.0,3.117982410207949E62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2101999997186192E62,1.0,1.0,1.0,1.0,
